Serial	Country	Year	Location	Ace1_G119S	GPS_coordinates	Collection_date	Contact	Method	CollectionID	phenotypic_bioassay_date	phenotypic_bioassay_method	Insecticide	Concentration_x	Concentration_percentage	Exposure_min	Plate_name	Plate_code	Sample_ID	phenotype	DNA_extraction_method	DNA_extraction_date	DNA_conc_ngul	DNA_100ul	Species	species_id_method	PlateNo	Well	HEX_Ct_dR	FAM_Ct_dR	HEX_dR_last	Threshold_HEX_dR	FAM_dR_last	Threshold_FAM_dR	FAM_Ct-HEX_Ct
98	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D98	Dead	nexttec_1_step	18/02/20	0.33	33	gam	New SINE									
99	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D99	Dead	nexttec_1_step	18/02/20	0.22	22.1	col	New SINE									
100	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D100	Dead	nexttec_1_step	18/02/20	2.93	293.2	col	New SINE									
101	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D101	Dead	nexttec_1_step	18/02/20	2.47	246.7	col	New SINE									
102	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D102	Dead	nexttec_1_step	18/02/20	2.68	267.6	gam	New SINE									
103	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D103	Dead	nexttec_1_step	18/02/20	5.48	547.8	col	New SINE									
104	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D104	Dead	nexttec_1_step	18/02/20	3.78	377.7	col	New SINE									
105	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D105	Dead	nexttec_1_step	18/02/20	1.23	123.5	col	New SINE									
106	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D106	Dead	nexttec_1_step	18/02/20	1.54	153.6	col	New SINE									
107	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D107	Dead	nexttec_1_step	18/02/20	1.93	193.5	gam	New SINE									
108	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D108	Dead	nexttec_1_step	18/02/20	3.05	305	gam	New SINE									
109	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D109	Dead	nexttec_1_step	18/02/20	4.92	491.6	gam	New SINE									
110	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D110	Dead	nexttec_1_step	18/02/20	4.1	409.8	col	New SINE									
111	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D111	Dead	nexttec_1_step	18/02/20	2.46	246.1	gam	New SINE									
112	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D112	Dead	nexttec_1_step	18/02/20	4.83	483.1	gam	New SINE									
113	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D113	Dead	nexttec_1_step	18/02/20	2.99	299.1	gam	New SINE									
114	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D114	Dead	nexttec_1_step	18/02/20	1.5	149.6	gam	New SINE									
115	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D115	Dead	nexttec_1_step	18/02/20	2.71	270.7	col	New SINE									
116	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D116	Dead	nexttec_1_step	18/02/20	1.32	131.9	col	New SINE									
117	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D117	Dead	nexttec_1_step	18/02/20	1.58	158.3	gam	New SINE									
118	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D118	Dead	nexttec_1_step	18/02/20	2.47	247.2	gam	New SINE									
119	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D119	Dead	nexttec_1_step	18/02/20	3.19	319.1	gam	New SINE									
120	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D120	Dead	nexttec_1_step	18/02/20	2.41	241.2	gam	New SINE									
121	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D121	Dead	nexttec_1_step	18/02/20	1.65	164.6	gam	New SINE									
122	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D122	Dead	nexttec_1_step	18/02/20	1.74	174.1	NA	New SINE									
123	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D123	Dead	nexttec_1_step	18/02/20	1.64	163.7	gam	New SINE									
124	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D124	Dead	nexttec_1_step	18/02/20	2.48	248.2	gam	New SINE									
125	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D125	Dead	nexttec_1_step	18/02/20	2.78	278.5	gam	New SINE									
126	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D126	Dead	nexttec_1_step	18/02/20	3	300.4	gam	New SINE									
127	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D127	Dead	nexttec_1_step	18/02/20	2.74	274.3	gam	New SINE									
128	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D128	Dead	nexttec_1_step	18/02/20	2.68	267.5	gam	New SINE									
129	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D129	Dead	nexttec_1_step	18/02/20	0.4	40	gam	New SINE									
130	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D130	Dead	nexttec_1_step	18/02/20	1.36	136.3	gam	New SINE									
131	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D131	Dead	nexttec_1_step	18/02/20	1.38	138.3	gam	New SINE									
132	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D132	Dead	nexttec_1_step	18/02/20	2.51	250.8	col	New SINE									
133	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D133	Dead	nexttec_1_step	18/02/20	9.58	958.5	gam	New SINE									
134	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D134	Dead	nexttec_1_step	18/02/20	3.88	387.9	col	New SINE									
135	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D135	Dead	nexttec_1_step	18/02/20	2.86	285.6	col	New SINE									
136	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D136	Dead	nexttec_1_step	18/02/20	3.55	354.5	gam	New SINE									
137	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D137	Dead	nexttec_1_step	18/02/20	0.12	12.4	gam	New SINE									
138	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D138	Dead	nexttec_1_step	18/02/20	0.06	6.3	col	New SINE									
139	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D139	Dead	nexttec_1_step	18/02/20	3.23	323	gam	New SINE									
140	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D140	Dead	nexttec_1_step	18/02/20	2.39	239.3	gam	New SINE									
141	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D141	Dead	nexttec_1_step	18/02/20	1.02	102.3	col	New SINE									
142	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D142	Dead	nexttec_1_step	18/02/20	3.29	329.4	gam	New SINE									
143	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D143	Dead	nexttec_1_step	18/02/20	2.22	222.5	gam	New SINE									
144	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		22.11.2017	Tube	Deltamethrin	1x	0.05	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_D144	Dead	nexttec_1_step	18/02/20	3.58	357.9	col	New SINE									
145	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A01	Alive	nexttec_1_step	18/02/20	0.23	23.2	gam	New SINE									
146	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A02	Alive	nexttec_1_step	18/02/20	2.44	243.7	gam	New SINE									
147	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A03	Alive	nexttec_1_step	18/02/20	0.24	24.4	gam	New SINE									
148	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A04	Alive	nexttec_1_step	18/02/20	2.6	259.6	gam	New SINE									
149	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A05	Alive	nexttec_1_step	18/02/20	4.94	493.6	gam	New SINE									
150	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A06	Alive	nexttec_1_step	18/02/20	2.3	229.5	gam	New SINE									
151	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A07	Alive	nexttec_1_step	18/02/20	4.4	439.9	gam	New SINE									
152	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A08	Alive	nexttec_1_step	18/02/20	3.38	337.6	gam	New SINE									
153	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A09	Alive	nexttec_1_step	18/02/20	0.28	27.6	gam	New SINE									
154	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A10	Alive	nexttec_1_step	18/02/20	0.09	8.9	NA	New SINE									
155	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A11	Alive	nexttec_1_step	18/02/20	3.54	353.6	gam	New SINE									
156	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A12	Alive	nexttec_1_step	18/02/20	4.75	474.7	gam	New SINE									
157	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		30.11.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A13	Alive	nexttec_1_step	18/02/20	2.94	293.7	col	New SINE									
158	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A14	Alive	nexttec_1_step	18/02/20	3.76	376.3	gam	New SINE									
159	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A15	Alive	nexttec_1_step	18/02/20	4.76	475.7	gam	New SINE									
160	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A16	Alive	nexttec_1_step	18/02/20	8.16	815.7	gam	New SINE									
161	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A17	Alive	nexttec_1_step	18/02/20	8.33	832.7	col	New SINE									
162	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A18	Alive	nexttec_1_step	18/02/20	3.49	349.5	gam	New SINE									
163	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A19	Alive	nexttec_1_step	18/02/20	3.95	395.4	gam	New SINE									
164	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A20	Alive	nexttec_1_step	18/02/20	1.79	179.3	gam	New SINE									
165	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A21	Alive	nexttec_1_step	18/02/20	1.67	167.2	gam	New SINE									
166	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A22	Alive	nexttec_1_step	18/02/20	1.8	180	gam	New SINE									
167	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A23	Alive	nexttec_1_step	18/02/20	2.82	281.8	gam	New SINE									
168	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A24	Alive	nexttec_1_step	18/02/20	2.07	206.9	gam	New SINE									
169	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		18.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A25	Alive	nexttec_1_step	18/02/20	0.15	15	gam	New SINE									
170	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A26	Alive	nexttec_1_step	18/02/20	1.17	116.9	gam	New SINE									
171	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A27	Alive	nexttec_1_step	18/02/20	0.68	67.9	gam	New SINE									
172	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A28	Alive	nexttec_1_step	18/02/20	4.36	435.7	gam	New SINE									
173	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A29	Alive	nexttec_1_step	18/02/20	6.35	634.9	gam	New SINE									
174	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A30	Alive	nexttec_1_step	18/02/20	3.62	362.3	gam	New SINE									
175	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A31	Alive	nexttec_1_step	18/02/20	0.88	88.1	gam	New SINE									
176	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A32	Alive	nexttec_1_step	18/02/20	3.92	392.3	gam	New SINE									
177	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A33	Alive	nexttec_1_step	18/02/20	4.19	418.7	gam	New SINE									
178	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A34	Alive	nexttec_1_step	18/02/20	2.6	260.5	gam	New SINE									
179	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A35	Alive	nexttec_1_step	18/02/20	4.67	467	gam	New SINE									
180	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A36	Alive	nexttec_1_step	18/02/20	5.57	557.3	gam	New SINE									
181	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A37	Alive	nexttec_1_step	18/02/20	9.52	952.3	gam	New SINE									
182	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A38	Alive	nexttec_1_step	18/02/20	6.02	602.3	gam	New SINE									
183	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A39	Alive	nexttec_1_step	18/02/20	3.99	399.3	gam	New SINE									
184	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A40	Alive	nexttec_1_step	18/02/20	2.3	230.4	gam	New SINE									
185	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A41	Alive	nexttec_1_step	18/02/20	2.8	279.7	gam	New SINE									
186	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A42	Alive	nexttec_1_step	18/02/20	3.95	394.5	gam	New SINE									
187	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A43	Alive	nexttec_1_step	18/02/20	6.16	616.2	gam	New SINE									
188	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		21.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A44	Alive	nexttec_1_step	18/02/20	2.75	275.1	gam	New SINE									
189	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		26.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A45	Alive	nexttec_1_step	18/02/20	5.58	558	gam	New SINE									
190	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		26.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A46	Alive	nexttec_1_step	18/02/20	4.44	443.9	gam	New SINE									
191	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		26.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A47	Alive	nexttec_1_step	18/02/20	3.82	382	gam	New SINE									
192	Ghana	2017	Madina	NA	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		26.12.2017	Tube	Deltamethrin	10x	0.5	60	GH2017_Plate2	423 7231 17 002	GH17MDNDel_A48	Alive	nexttec_1_step	18/02/20	3.11	310.7	gam	New SINE									
193	Ghana	2017	Madina	GS	05 40 60N 0 10 0W 		Samuel Dadzie	Larvae		02.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate3	423 7231 17 003	GH17MDNPme_D01	Dead	nexttec_1_step	18/02/20	1.42	142	gam	New SINE	3	A1	31.41	29.29	887.79	257.608	4250.003	786.687	-2.12
